mggid	ship	cruise	sample	device_code	device	year	month	day	time	latdeg	latmin	latminhun	ns	londeg	lonmin	lonminhun	lonew	latlon_orig	lat	lon	water_depth	core_length	device2	comments
20995002	Northwind	NW362	025	101	grab, orange peel	1962	10	14		72	00	50	N	176	01	20	W	m	72.0083	-176.02	69				
20995002	Northwind	NW362	005	101	grab, orange peel	1962	10	06		67	32	50	N	166	04	00	W	m	67.5417	-166.0667	41				
20995002	Northwind	NW262	037	501	core, piston, kullenberg	1962	09	14		63	00	00	N	173	00	00	W	m	63	-173	0	38			
20995002	Northwind	NW262	021	401	core, gravity, phleger	1962	09	12		62	00	50	N	177	00	00	W	m	62.0083	-177	108	67			
20995002	Northwind	NW261	067	101	grab, orange peel	1961	09	19		65	15	20	N	167	45	00	W	m	65.2533	-167.75	31				
20995002	Northwind	NW261	046	101	grab, orange peel	1961	09	17		64	15	10	N	166	30	50	W	m	64.2517	-166.5083	30				
41995002	Multiple	unknown	JG-25	0	unknown	1976				56	51	97	N	169	31	05	W	m	56.8662	-169.5175	68				
41995002	Multiple	unknown	GLA77_9	0	unknown					70	42	00	N	141	39	00	W	m	70.7	-141.65	640				
41995002	Multiple	unknown	HB_A	0	unknown					70	35	00	N	150	26	00	W	m	70.5833	-150.4333					
41995002	Multiple	unknown	GLA7730	0	unknown					71	12	00	N	145	35	00	W	m	71.2	-145.5833	1829				
41995002	Multiple	unknown	GLA7727	0	unknown					70	38	00	N	145	32	00	W	m	70.6333	-145.5333	54				
41995002	Multiple	unknown	GLA71_9	0	unknown					70	44	00	N	145	52	00	W	m	70.7333	-145.8667	56				
41995002	Multiple	unknown	GLA71_6	0	unknown					70	45	60	N	143	42	00	W	m	70.76	-143.7	507				
41995002	Multiple	unknown	GLA7179	0	unknown					70	58	20	N	149	53	00	W	m	70.97	-149.8833	27				
41995002	Multiple	unknown	GLA7174	0	unknown					71	20	00	N	151	13	00	W	m	71.3333	-151.2167	93				
41995002	Multiple	unknown	GLA7146	0	unknown					70	53	00	N	148	38	00	W	m	70.8833	-148.6333	36				
41995002	Multiple	unknown	GLA7142	0	unknown					71	09	30	N	148	19	00	W	m	71.155	-148.3167	450				
41995002	Multiple	unknown	GLA7125	0	unknown					70	31	20	N	147	31	00	W	m	70.52	-147.5167	26				
41995002	Multiple	unknown	GLA7120	0	unknown					71	13	70	N	147	23	00	W	m	71.2283	-147.3833	2000				
41995002	Multiple	unknown	BRSLF60	0	unknown					59	24	00	N	169	55	80	W	m	59.4	-169.93					
41995002	Multiple	unknown	BRSLF38	0	unknown					57	22	80	N	169	46	20	W	m	57.38	-169.77					
41995002	Multiple	unknown	BRBAY_7	0	unknown					56	49	80	N	161	34	80	W	m	56.83	-161.58					
41995002	Multiple	unknown	BRSLF23	0	unknown					56	03	60	N	165	19	80	W	m	56.06	-165.33					
41995002	Multiple	unknown	BRBAY33	0	unknown					56	21	00	N	160	54	00	W	m	56.35	-160.9					
41995002	Multiple	unknown	AJT71_6	0	unknown					70	22	60	N	148	00	00	W	m	70.3767	-148	4				
06245001	Townsend Cromwell	JPO 212	486	104	grab, shipek	1975	11	07	1456	59	44	00	N	141	30	60	W	m	59.7333	-141.51	62		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	470	104	grab, shipek	1975	10	30	1859	60	01	00	N	145	52	80	W	m	60.0167	-145.88	87		SHIPEK GRAB		
20995002	Thomas G. Thompson	TT051	120_240	400	core, gravity undiff.	1970	09	08		61	07	40	N	175	09	20	W	m	61.1233	-175.1533	96	80			
20995002	Thomas G. Thompson	TT051	112_216	400	core, gravity undiff.	1970	09	06		59	19	50	N	173	03	10	W	m	59.325	-173.0517	99	107			
20995002	Thomas G. Thompson	TT051	097_183	100	grab, undifferentiated	1970	09	04		57	40	00	N	167	52	00	W	m	57.6667	-167.8667	70				
20995002	Thomas G. Thompson	TT051	078_139	100	grab, undifferentiated	1970	08	31		58	00	00	N	165	25	80	W	m	58	-165.43	52				
20995002	Thomas G. Thompson	TT051	052_100	100	grab, undifferentiated	1970	08	27		57	25	10	N	158	10	50	W	m	57.4183	-158.175	17				
20995002	Thomas G. Thompson	TT051	043_089	100	grab, undifferentiated	1970	08	26		58	38	00	N	162	37	30	W	m	58.6333	-162.6217	22				
20995002	Thomas G. Thompson	TT051	010_028	100	grab, undifferentiated	1970	08	20		61	50	90	N	170	15	20	W	m	61.8483	-170.2533	47				
20995002	Thomas G. Thompson	TT051	004_014	500	core, piston undiff.	1970	08	16		67	34	70	N	169	08	90	W	m	67.5783	-169.1483	52	686			
20995002	Thomas G. Thompson	TT043	048_089	100	grab, undifferentiated	1969	09	19		65	14	80	N	167	27	00	W	m	65.2467	-167.45	18				
20995002	Brown Bear	BB236	057	0	unknown	1959	08	12		66	39	00	N	163	53	00	W	m	66.65	-163.8833	18				
20995002	Brown Bear	BB236	060	0	unknown	1959	08	12		66	26	00	N	165	41	00	W	m	66.4333	-165.6833	16				
20995002	Northwind	NW362	045	101	grab, orange peel	1962	10	18		70	58	00	N	166	08	50	W	m	70.9667	-166.1417	41				
20995002	Northwind	NW362	033	101	grab, orange peel	1962	10	15		71	00	00	N	174	00	00	W	m	71	-174	41				
20995002	Northwind	NW362	031	101	grab, orange peel	1962	10	15		70	14	80	N	177	46	00	W	m	70.2467	-177.7667	48				
20995002	Multiple	ANC69	036	101	grab, orange peel	1962	07	29		68	52	30	N	167	02	80	W	m	68.8717	-167.0467	48				
20995002	Multiple	ANC69	042	101	grab, orange peel	1962	07	29		69	24	20	N	166	43	90	W	m	69.4033	-166.7317	42	0			
20995002	Multiple	ANC69	046	100	grab, undifferentiated	1962	08	19		71	39	70	N	165	47	00	W	m	71.6617	-165.7833	44	0			
20995002	Multiple	ANC69	026	101	grab, orange peel	1962	07	26		69	12	40	N	167	22	00	W	m	69.2067	-167.3667	49				
20995002	Multiple	ANC69	016	101	grab, orange peel	1962	07	25		69	18	80	N	167	55	50	W	m	69.3133	-167.925	51				
20995002	Thomas G. Thompson	TT018	018_024	104	grab, shipek	1967	07	25		62	48	00	N	165	30	00	W	m	62.8	-165.5	9				
20995002	Thomas G. Thompson	TT018	014_017	0	unknown	1967	07	23		64	31	80	N	163	46	70	W	m	64.53	-163.7783	12				
20995002	Thomas G. Thompson	TT018	021_030	103	grab, van veen	1967	25	7		63	02	00	N	166	48	00	W	m	63.0333	-166.8	26				
20995002	Thomas G. Thompson	TT018	011_013	103	grab, van veen	1967	07	22		63	56	80	N	162	20	40	W	m	63.9467	-162.34	13				
65005001	Unknown Platform	ALASKAG	DBC45D1	701	drive sample, hand core	1977	2	2	2000	59	43	45	N	140	10	50	W	m	59.7242	-140.175		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC43B1	701	drive sample, hand core	1977	2	2	2000	59	45	05	N	140	05	55	W	m	59.7508	-140.0925		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC42B1	701	drive sample, hand core	1977	2	2	2000	59	45	45	N	140	02	45	W	m	59.7575	-140.0408		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC39B1	701	drive sample, hand core	1977	2	2	2000	59	47	55	N	139	54	25	W	m	59.7925	-139.9042		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC37C1	701	drive sample, hand core	1977	2	2	2000	59	49	00	N	139	47	50	W	m	59.8167	-139.7917		15	HAND CORE		
65005001	Unknown Platform	ALASKAG	DBC35C1	701	drive sample, hand core	1977	2	2	2000	59	51	55	N	139	46	40	W	m	59.8592	-139.7733		15	HAND CORE		
06245001	Townsend Cromwell	JPO 212	265	104	grab, shipek	1975	06	04	0500	59	46	20	N	142	29	90	W	m	59.77	-142.4983	181		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	269	104	grab, shipek	1975	06	5	0841	59	40	30	N	142	29	49	W	m	59.6717	-142.4915	174		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	257	100	grab, undifferentiated	1975	06	3	1800	59	57	30	N	142	46	49	W	m	59.955	-142.7748	119		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	260	100	grab, undifferentiated	1975	06	3	2103	60	00	00	N	142	42	99	W	m	60	-142.7165	88		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	243	100	grab, undifferentiated	1975	06	3	0504	59	34	90	N	143	19	89	W	m	59.5817	-143.3315	238		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	245	104	grab, shipek	1975	06	4	0302	59	43	60	N	142	46	19	W	m	59.7267	-142.7698	199		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	235	100	grab, undifferentiated	1975	06	3	0250	59	33	40	N	143	30	89	W	m	59.5567	-143.5148	357		GRAB SAMPLE		
20995002	Thomas G. Thompson	TT051	045_092	100	grab, undifferentiated	1970	08	26		58	26	00	N	162	16	10	W	m	58.4333	-162.2683	44				
20995002	Thomas G. Thompson	TT051	030_070	100	grab, undifferentiated	1970	08	24		56	09	30	N	163	08	20	W	m	56.155	-163.1367	86	0			
20995002	Thomas G. Thompson	TT051	033_075	100	grab, undifferentiated	1970	08	25		56	11	70	N	162	22	70	W	m	56.195	-162.3783	68				
20995002	Thomas G. Thompson	TT051	037_080	100	grab, undifferentiated	1970	08	25		57	43	80	N	162	44	30	W	m	57.73	-162.7383	42				
20995002	Thomas G. Thompson	TT051	027_064	400	core, gravity undiff.	1970	08	24		56	54	60	N	165	08	40	W	m	56.91	-165.14	72	18			
20995002	Thomas G. Thompson	TT051	028_067	500	core, piston undiff.	1970	08	24		56	40	30	N	164	26	60	W	m	56.6717	-164.4433	74	235			
20995002	Thomas G. Thompson	TT051	012_034	500	core, piston undiff.	1970	08	22		60	23	10	N	174	26	90	W	m	60.385	-174.4483	97	184			
20995002	Thomas G. Thompson	TT051	011_030	100	grab, undifferentiated	1970	08	21		60	40	60	N	175	06	90	W	m	60.6767	-175.115	103				
20995002	Thomas G. Thompson	TT051	012_032	100	grab, undifferentiated	1970	08	22		60	23	10	N	174	26	90	W	m	60.385	-174.4483	97				
20995002	Thomas G. Thompson	TT051	009_025	100	grab, undifferentiated	1970	08	20		61	58	00	N	169	23	90	W	m	61.9667	-169.3983	42				
20995002	Thomas G. Thompson	TT051	005_018	400	core, gravity undiff.	1970	08	16		68	23	50	N	170	52	00	W	m	68.3917	-170.8667	54	83			
20995002	Thomas G. Thompson	TT043	053_099	100	grab, undifferentiated	1969	09	19		65	05	40	N	167	47	00	W	m	65.09	-167.7833	31				
20995002	Northwind	NW162	002	501	core, piston, kullenberg	1962	07	12		59	22	00	N	176	40	00	W	m	59.3667	-176.6667	133	59			
20995002	Northwind	NW161	016	100	grab, undifferentiated	1961	07	14		57	30	00	N	165	31	00	W	m	57.5	-165.5167	68				
41995002	Multiple	unknown	AJT72_8	0	unknown					70	21	40	N	147	56	70	W	m	70.3567	-147.945	3				
41995002	Multiple	unknown	BI60009	0	unknown					71	20	00	N	156	20	00	W	m	71.3333	-156.3333	22				
41995002	Multiple	unknown	AJT7141	0	unknown					70	32	00	N	148	18	00	W	m	70.5333	-148.3	14				
41995002	Multiple	unknown	AJT71_5	0	unknown					70	26	20	N	148	00	00	W	m	70.4367	-148	6				
41995002	Multiple	unknown	AJT7131	0	unknown					70	33	80	N	150	07	70	W	m	70.5633	-150.1283	7				
41995002	Multiple	unknown	AJT7133	0	unknown					70	40	50	N	150	30	00	W	m	70.675	-150.5	16				
41995002	Multiple	unknown	AJT7137	0	unknown					70	29	00	N	149	06	50	W	m	70.4833	-149.1083	2				
41995002	Multiple	unknown	GLA71_3	0	unknown					70	27	00	N	143	34	00	W	m	70.45	-143.5667	45				
20995002	Thomas G. Thompson	TT042	026_062	100	grab, undifferentiated	1969	08	24		61	25	80	N	170	23	10	W	m	61.43	-170.385	48				
20995002	Brown Bear	BB268	127	100	grab, undifferentiated	1960	08	12		68	21	00	N	167	02	00	W	m	68.35	-167.0333	18	0			
20995002	Brown Bear	BB268	113	100	grab, undifferentiated	1960	08	11		70	01	00	N	163	05	00	W	m	70.0167	-163.0833	19	0			
20995002	Brown Bear	BB268	117	100	grab, undifferentiated	1960	08	11		69	48	00	N	164	01	00	W	m	69.8	-164.0167	26	0			
20995002	Northwind	NW161	009	100	grab, undifferentiated	1961	07	13		57	28	00	N	158	32	00	W	m	57.4667	-158.5333	48				
20995002	Northwind	NW161	013	100	grab, undifferentiated	1961	07	14		57	30	00	N	162	30	00	W	m	57.5	-162.5	44				
41995002	Multiple	unknown	PWB7024	0	unknown	1970	10	03	0200	70	09	00	N	162	57	00	W	m	70.15	-162.95	20				
41995002	Multiple	unknown	PWB7029	0	unknown	1970	10	04	2346	70	01	00	N	163	59	00	W	m	70.0167	-163.9833	30				
41995002	Multiple	unknown	JG-7	0	unknown	1977				55	56	42	N	170	32	24	W	m	55.9403	-170.5373	2648				
41995002	Multiple	unknown	JG-9	0	unknown	1976				55	02	08	N	165	29	43	W	m	55.0347	-165.4905	118				
41995002	Multiple	unknown	PWB7019	0	unknown	1970	09	30	2316	70	22	00	N	163	16	00	W	m	70.3667	-163.2667	31				
41995002	Multiple	unknown	JG-44	0	unknown	1976				55	47	99	N	166	19	82	W	m	55.7998	-166.3303	126				
41995002	Multiple	unknown	JG-31	0	unknown	1976				56	21	72	N	169	01	76	W	m	56.362	-169.0293	125				
41995002	Multiple	unknown	JG-33	0	unknown	1976				55	38	09	N	170	05	06	W	m	55.6348	-170.0843	2850				
41995002	Multiple	unknown	JG-38	0	unknown	1976				54	44	27	N	165	52	82	W	m	54.7378	-165.8803	248				
41995002	Multiple	unknown	JG-41	0	unknown	1976				56	38	33	N	168	38	23	W	m	56.6388	-168.6372	107				
41995002	Multiple	unknown	JG-27	0	unknown	1976				56	22	32	N	170	08	84	W	m	56.372	-170.1473	110				
41995002	Multiple	unknown	JG-12	0	unknown	1976				57	01	32	N	168	33	04	W	m	57.022	-168.5507	75				
41995002	Multiple	unknown	JG-17	0	unknown	1976				55	31	02	N	165	41	91	W	m	55.517	-165.6985	114				
41005002	Unknown Platform	OCSSEDAN	C12	103	grab, van veen					67	31	60	N	168	20	00	W	m	67.5267	-168.3333	48		VAN VEEN GRAB		
41015001	Discoverer	OCS808	044_02	103	grab, van veen	1975	06	13		58	26	00	N	166	43	00	W	m	58.4333	-166.7167	47		VAN VEEN GRAB		
41015001	Discoverer	OCS808	050	103	grab, van veen	1975	06	04		56	06	90	N	170	23	60	W	m	56.115	-170.3933	135		VAN VEEN GRAB		
41015001	Discoverer	OCS808	038	103	grab, van veen	1975	06	12		57	40	00	N	166	05	90	W	m	57.6667	-166.0983	66		VAN VEEN GRAB		
20995002	Brown Bear	BB268	144	0	unknown	1960	08	16		66	22	00	N	161	57	00	W	m	66.3667	-161.95	10				
20995002	Brown Bear	BB268	131	401	core, gravity, phleger	1960	08	15		66	28	00	N	162	36	00	W	m	66.4667	-162.6	13	15			
06245001	Townsend Cromwell	JPO 212	107	100	grab, undifferentiated	1975	06	1	1458	59	47	00	N	145	03	19	W	m	59.7833	-145.0532	185		GRAB SAMPLE		
20995002	Thomas G. Thompson	TT018	005	104	grab, shipek	1967	07	21		62	56	00	N	166	59	00	W	m	62.9333	-166.9833	29				
20995002	Staten Island	SI689	071	101	grab, orange peel	1961	09	17		66	45	00	N	165	29	00	W	m	66.75	-165.4833	15				
20995002	Staten Island	SI689	074	101	grab, orange peel	1961	09	18		66	15	00	N	166	30	00	W	m	66.25	-166.5	7				
20995002	Staten Island	SI689	063	401	core, gravity, phleger	1961	09	17		67	38	00	N	168	30	00	W	m	67.6333	-168.5	40	53			
20995002	Staten Island	SI689	08A	101	grab, orange peel	1961	09	11		70	45	00	N	165	30	00	W	m	70.75	-165.5	29				
20995002	Staten Island	SI689	058	101	grab, orange peel	1961	09	16		68	12	00	N	167	42	00	W	m	68.2	-167.7	42				
20995002	Staten Island	SI689	060	100	grab, undifferentiated	1961	09	16		67	43	00	N	164	46	00	W	m	67.7167	-164.7667	13	0			
20995002	Staten Island	SI689	055	401	core, gravity, phleger	1961	09	16		68	44	00	N	169	30	00	W	m	68.7333	-169.5	55	52			
20995002	Staten Island	SI689	036	401	core, gravity, phleger	1961	09	14		69	48	00	N	166	30	00	W	m	69.8	-166.5	43	43			
20995002	Staten Island	SI689	043	101	grab, orange peel	1961	09	15		69	15	00	N	169	22	00	W	m	69.25	-169.3667	49				
20995002	Staten Island	SI689	047	401	core, gravity, phleger	1961	09	15		69	16	00	N	166	28	00	W	m	69.2667	-166.4667	35	33			
20995002	Staten Island	SI689	022	101	grab, orange peel	1961	09	12		71	45	00	N	156	30	00	W	m	71.75	-156.5	71				
20995002	Brown Bear	BB268	119	100	grab, undifferentiated	1960	08	11		69	50	00	N	164	43	00	W	m	69.8333	-164.7167	30	0			
20995002	Brown Bear	BB268	108	0	unknown	1960	08			70	18	00	N	163	33	00	W	m	70.3	-163.55	30				
20995002	Brown Bear	BB268	096	100	grab, undifferentiated	1960	08	08		69	12	00	N	165	24	00	W	m	69.2	-165.4	29	0			
20995002	Brown Bear	BB268	098	100	grab, undifferentiated	1960	08	08		69	26	00	N	167	03	00	W	m	69.4333	-167.05	42				
20995002	Brown Bear	BB268	087	401	core, gravity, phleger	1960	08	08		68	53	00	N	167	44	00	W	m	68.8833	-167.7333	47	115			
20995002	Brown Bear	BB268	060	400	core, gravity undiff.	1960	08	04		67	04	00	N	164	32	00	W	m	67.0667	-164.5333	28	93			
20995002	Brown Bear	BB268	066	100	grab, undifferentiated	1960	08	05		67	17	00	N	167	05	00	W	m	67.2833	-167.0833	44	0			
20995002	Brown Bear	BB268	067	400	core, gravity undiff.	1960	08	05		67	16	00	N	168	02	00	W	m	67.2667	-168.0333	37	32			
20995002	Brown Bear	BB268	025	100	grab, undifferentiated	1960	07	31		63	44	00	N	170	22	00	W	m	63.7333	-170.3667	36	0			
20995002	Brown Bear	BB268	007	0	unknown	1960	07			63	07	00	N	167	58	00	W	m	63.1167	-167.9667	25				
41995002	Multiple	unknown	GLA7180	0	unknown					70	55	70	N	149	23	00	W	m	70.9283	-149.3833	33				
41995002	Multiple	unknown	GLA7187	0	unknown					71	38	80	N	153	00	00	W	m	71.6467	-153	97				
41995002	Multiple	unknown	GLA7161	0	unknown					71	10	00	N	149	19	00	W	m	71.1667	-149.3167	50				
20995002	John N. Cobb	COBB	009	100	grab, undifferentiated	1959	08	09		67	24	00	N	164	23	00	W	m	67.4	-164.3833	26	0			
20995002	John N. Cobb	COBB	027	100	grab, undifferentiated	1959	08	13		68	48	00	N	166	54	00	W	m	68.8	-166.9	37	0			
20995002	Brown Bear	BB268	61	0	unknown	1960	08			67	06	00	N	164	09	00	W	m	67.1	-164.15					
06995003	Sea Sounder	S878WG	347	400	core, gravity undiff.	1978	08	20	0439	56	36	76	N	153	17	92	W	m	56.6127	-153.2987	130		GRAVITY CORE		
06995003	Sea Sounder	S878WG	320	103	grab, van veen	1978	08	08	1210	59	17	64	N	152	39	99	W	m	59.294	-152.6665	71		VAN VEEN GRAB		
06995003	Sea Sounder	S878WG	322	103	grab, van veen	1978	08	08	1717	59	31	09	N	152	38	35	W	m	59.5182	-152.6392	67		VAN VEEN GRAB		
06995003	Sea Sounder	S777WG	233	103	grab, van veen	1977	10	03	1748	57	17	60	N	150	34	50	W	m	57.2933	-150.575	618		VAN VEEN GRAB		
20995002	Thomas G. Thompson	TT042	129_282	500	core, piston undiff.	1969	09	07		62	39	10	N	171	09	10	W	m	62.6517	-171.1517	46	139			
20995002	Thomas G. Thompson	TT042	114_255	400	core, gravity undiff.	1969	09	05		61	08	90	N	172	18	30	W	m	61.1483	-172.305	66	40			
20995002	Thomas G. Thompson	TT042	116_258	400	core, gravity undiff.	1969	09	06		61	03	20	N	172	16	60	W	m	61.0533	-172.2767	66	21			
20995002	Thomas G. Thompson	TT042	111_247	400	core, gravity undiff.	1969	09	05		62	31	80	N	172	51	90	W	m	62.53	-172.865	60	22			
20995002	Thomas G. Thompson	TT042	094_212	100	grab, undifferentiated	1969	09	03		62	43	20	N	169	39	00	W	m	62.72	-169.65	45				
20995002	Multiple	ANC68	231	100	grab, undifferentiated	1968	08	01		64	20	80	N	166	08	40	W	m	64.3467	-166.14	41	0			
20995002	Multiple	ANC68	225	100	grab, undifferentiated	1968	08	01		64	19	80	N	167	06	30	W	m	64.33	-167.105	32	0			
20995002	Multiple	ANC68	207	100	grab, undifferentiated	1968	07	31		64	29	50	N	166	18	00	W	m	64.4917	-166.3	21	0			
20995002	Multiple	ANC68	216	100	grab, undifferentiated	1968	07	31		64	18	50	N	168	20	80	W	m	64.3083	-168.3467	40	0			
20995002	Multiple	ANC68	171	100	grab, undifferentiated	1968	07	30		65	27	50	N	168	26	00	W	m	65.4583	-168.4333	58				
20995002	Multiple	ANC68	195	100	grab, undifferentiated	1968	07	31		64	44	80	N	166	53	70	W	m	64.7467	-166.895	21				
20995002	Multiple	ANC68	161	100	grab, undifferentiated	1968	07	30		64	33	00	N	169	02	90	W	m	64.55	-169.0483	44	0			
20995002	Multiple	ANC68	116	100	grab, undifferentiated	1968	07	28		63	43	00	N	170	19	00	W	m	63.7167	-170.3167	31	0			
20995002	Multiple	ANC68	147	100	grab, undifferentiated	1968	07	29		63	28	00	N	168	32	00	W	m	63.4667	-168.5333	29	0			
41995002	Multiple	unknown	AJT7121	0	unknown					70	34	30	N	148	45	00	W	m	70.5717	-148.75	16				
41995002	Multiple	unknown	AJT7127	0	unknown					70	47	70	N	149	45	00	W	m	70.795	-149.75	19				
20995002	Thomas G. Thompson	TT042	053_119	100	grab, undifferentiated	1969	08	27		61	18	90	N	169	06	00	W	m	61.315	-169.1	37				
20995002	Thomas G. Thompson	TT042	086_196	100	grab, undifferentiated	1969	09	01		62	52	10	N	166	17	80	W	m	62.8683	-166.2967	22				
20995002	Thomas G. Thompson	TT042	088_200	100	grab, undifferentiated	1969	09	01		63	15	10	N	167	54	90	W	m	63.2517	-167.915	29				
20995002	Thomas G. Thompson	TT042	092_208	100	grab, undifferentiated	1969	09	03		62	12	40	N	168	21	30	W	m	62.2067	-168.355	33				
20995002	Thomas G. Thompson	TT042	080_183	100	grab, undifferentiated	1969	08	31		61	22	30	N	168	00	40	W	m	61.3717	-168.0067	30				
20995002	Thomas G. Thompson	TT042	071_161	100	grab, undifferentiated	1969	08	30		59	49	50	N	170	30	00	W	m	59.825	-170.5	61				
20995002	Thomas G. Thompson	TT042	074_168	100	grab, undifferentiated	1969	08	30		59	56	00	N	168	26	00	W	m	59.9333	-168.4333	33				
20995002	Thomas G. Thompson	TT042	068_153	500	core, piston undiff.	1969	08	29		60	50	00	N	171	41	40	W	m	60.8333	-171.69	63	438			
20995002	Thomas G. Thompson	TT042	069_156	400	core, gravity undiff.	1969	08	29		60	27	80	N	171	13	00	W	m	60.4633	-171.2167	67	16			
20995002	Thomas G. Thompson	TT042	059_131	100	grab, undifferentiated	1969	08	28		60	41	10	N	165	48	70	W	m	60.685	-165.8117	17				
20995002	Thomas G. Thompson	TT042	055_124	100	grab, undifferentiated	1969	08	28		60	59	30	N	167	32	90	W	m	60.9883	-167.5483	25				
20995002	Thomas G. Thompson	TT042	051_115	100	grab, undifferentiated	1969	08	27		61	39	90	N	170	50	20	W	m	61.665	-170.8367	51				
20995002	Thomas G. Thompson	TT042	046_104	100	grab, undifferentiated	1969	08	26		62	28	10	N	174	35	90	W	m	62.4683	-174.5983	74				
20995002	Thomas G. Thompson	TT042	036_081	100	grab, undifferentiated	1969	08	26		62	33	40	N	172	10	20	W	m	62.5567	-172.17	52				
20995002	Thomas G. Thompson	TT042	038_086	100	grab, undifferentiated	1969	08	26		62	46	80	N	173	58	00	W	m	62.78	-173.9667	74				
41995002	Multiple	unknown	BSS6802	0	unknown					71	19	00	N	154	33	00	W	m	71.3167	-154.55	14				
41995002	Multiple	unknown	BSS6805	0	unknown					70	56	00	N	151	58	00	W	m	70.9333	-151.9667					
41995002	Multiple	unknown	BSS6812	0	unknown					70	53	00	N	150	09	00	W	m	70.8833	-150.15	18				
41995002	Multiple	unknown	BRSLF28	0	unknown					58	04	80	N	167	51	00	W	m	58.08	-167.85					
41995002	Multiple	unknown	BRSLF30	0	unknown					59	45	00	N	167	39	00	W	m	59.75	-167.65					
41025001	Miller Freeman	OCS818	062	103	grab, van veen	1975	08	28		59	04	80	N	169	14	20	W	m	59.08	-169.2367	55		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	047	103	grab, van veen	1975	08	18		56	59	00	N	169	01	00	W	m	56.9833	-169.0167	84		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	027	103	grab, van veen	1975	09	24		57	40	00	N	164	23	00	W	m	57.6667	-164.3833	50		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	022	103	grab, van veen	1975	10	07		57	50	10	N	162	10	80	W	m	57.835	-162.18	46		VAN VEEN GRAB		
41025001	Miller Freeman	OCS818	026	103	grab, van veen	1975	10	04		57	44	40	N	164	14	40	W	m	57.74	-164.24	51		VAN VEEN GRAB		
06245001	Townsend Cromwell	JPO 212	110	104	grab, shipek	1975	06	1	2127	59	41	50	N	144	47	19	W	m	59.6917	-144.7865	97		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	113	104	grab, shipek	1975	06	2	0330	59	34	90	N	144	32	99	W	m	59.5817	-144.5498	139		SHIPEK GRAB		
06245001	Townsend Cromwell	JPO 212	123	100	grab, undifferentiated	1975	06	1	0825	59	56	70	N	144	40	19	W	m	59.945	-144.6698	210		GRAB SAMPLE		
06245001	Townsend Cromwell	JPO 212	128	300	core, box	1975	06	1	1010	60	00	60	N	144	39	99	W	m	60.01	-144.6665	227		BOX CORE		
41995002	Multiple	unknown	GLA7163	0	unknown					70	43	00	N	149	00	00	W	m	70.7167	-149	26				
41995002	Multiple	unknown	GLA7172	0	unknown					71	11	00	N	151	14	00	W	m	71.1833	-151.2333	47				
41995002	Multiple	unknown	GLA7149	0	unknown					70	36	00	N	148	50	00	W	m	70.6	-148.8333	22				
41995002	Multiple	unknown	GLA7153	0	unknown					71	00	00	N	148	51	00	W	m	71	-148.85	37				
41995002	Multiple	unknown	GLA7154	0	unknown					71	07	50	N	148	50	00	W	m	71.125	-148.8333	48				
41995002	Multiple	unknown	GLA7139	0	unknown					70	50	70	N	148	24	00	W	m	70.845	-148.4	36				
41995002	Multiple	unknown	GLA7123	0	unknown					70	38	40	N	148	04	00	W	m	70.64	-148.0667	27				
41995002	Multiple	unknown	GLA7128	0	unknown					70	59	00	N	147	24	00	W	m	70.9833	-147.4	62				
41995002	Multiple	unknown	GLA7130	0	unknown					71	05	00	N	147	58	00	W	m	71.0833	-147.9667	93				
41995002	Multiple	unknown	GLA7133	0	unknown					70	49	00	N	148	03	00	W	m	70.8167	-148.05	41				
41995002	Multiple	unknown	GLA7119	0	unknown					71	00	00	N	147	04	00	W	m	71	-147.0667	365				
41995002	Multiple	unknown	GLA7011	0	unknown	1970	09	28	1630	70	19	00	N	165	45	00	W	m	70.3167	-165.75	43				
06245001	Townsend Cromwell	JPO 212	139	103	grab, van veen	1975	05	29	1215	59	43	90	N	146	00	00	W	m	59.7317	-146	86		VAN VEEN GRAB		
06245001	Townsend Cromwell	JPO 212	140	300	core, box	1975	05	28	0827	59	40	50	N	147	14	99	W	m	59.675	-147.2498	110		BOX CORE		
20995002	Thomas G. Thompson	TT051	054_103	100	grab, undifferentiated	1970	08	28		57	55	20	N	159	30	00	W	m	57.92	-159.5	41				
20995002	Thomas G. Thompson	TT051	056_105	100	grab, undifferentiated	1970	08	28		58	24	00	N	160	45	00	W	m	58.4	-160.75	21				
20995002	Brown Bear	BB236	097	100	grab, undifferentiated	1959	08	20		67	09	00	N	164	05	00	W	m	67.15	-164.0833	22	0			
