"","sppocean","npres","npres.tr","npres.te","ntot","auc","auc.tt","r2.biomass","r2.biomass.tt","r2.all","r2.all.tt","r2.pres.1deg","r2.abun.1deg","dev.pres","dev.biomass"
"275","mediaster aequalis_Pac",893,671,222,20775,0.822795253473656,0.722853860725719,0.203360200518099,0.187909029520086,0.0162252629766455,0.0129250413871242,0.15,0.16,0.171876408714147,0.915454448934238
"276","melanogrammus aeglefinus_Atl",14649,11335,3314,62014,0.872811658677435,0.871665408488956,0.438470512626052,0.172950423412509,0.0311871392224234,0.0398261286396377,0.56,0.18,0.332472617246944,0.625384412762167
"277","menidia menidia_Atl",444,285,159,6580,0.880696333556487,0.8569060082734,0.0935173947592078,0.000659304954153578,0.0286829858855152,0.0111988214467912,0.26,0.03,0.281453578662358,0.0933585110606644
"278","menticirrhus americanus_Atl",1307,998,309,37688,0.933669606963095,0.933409359144494,0.943529069922102,0.567845844529757,0.073261188721774,0.0424292323501431,0.34,0.14,0.371337472603671,0.970526394720096
"279","menticirrhus saxatilis_Atl",692,519,173,22262,0.937466837370508,0.926240126873137,0.0896106207921084,0.0612431508202834,0.0647536151403691,0.0991676609364101,0.25,0.24,0.375922180403693,0.387387870340404
"280","merluccius albidus_Atl",1103,801,302,52418,0.930882142357632,0.946750732275649,0.399830889851075,0.143975475640415,0.113507063759,0.204749504261279,0.4,0.26,0.415839262325737,0.408356782596579
"281","merluccius bilinearis_Atl",21761,16084,5677,62007,0.882357840533416,0.915444029394281,0.319368890725996,0.192489541941437,0.0413133203166202,0.035585356314507,0.63,0.18,0.387981601419653,0.330583581452693
"282","merluccius productus_Pac",5903,4796,1107,17114,0.926431385234846,0.917769321619523,0.238136625768432,0.296188170316153,0.135730027373651,0.191001885835339,0.7,0.39,0.513410341840617,0.522305700503751
"283","metacarcinus magister_Pac",2786,2116,670,28398,0.963599813114743,0.967138111836076,0.471125917303043,0.484599124777962,0.0785934109223336,0.0575378992935102,0.59,0.41,0.576062579543907,0.583634050598622
"284","metridium farcimen (=metridium giganteum)_Pac",1831,1040,791,25457,0.907618496280139,0.751543674477407,0.065729358568714,0.0121867710624564,0.0284669318455731,0.00951653594116657,0.35,0.08,0.344244799750735,0.123696250803314
"285","metridium farcimen_Pac",1839,1437,402,6170,0.881284174977395,0.889076253348645,0.180336023021897,0.120404319438656,0.0475938610018335,0.143339984826664,0.54,0.11,0.36000462933237,0.18030336783008
"286","microgadus proximus_Pac",712,573,139,16181,0.862326365307602,0.823848990529979,0.140503254713416,0.0898441931464189,0.029291976829046,0.0715142211601955,0.12,0.05,0.230558986440109,0.433646707169275
"287","micropogonias undulatus_Atl",5050,4056,994,37688,0.923871217963344,0.912620611334232,0.851532839967855,0.340912146855699,0.0797629763837205,0.0751399541877557,0.53,0.37,0.443377920246539,0.917751831033262
"288","microstomus pacificus_Pac",12284,9857,2427,32060,0.942647097179069,0.940985742268962,0.396049608686272,0.264402460516381,0.316198054115349,0.357674722375081,0.77,0.49,0.552708753014854,0.561436422007874
"289","moacathus ciliatus_Atl",283,22,261,7766,0.93130931879044,0.647081064730794,0.279024740540587,0.00715959832932064,0.116060266091438,0.000104680868667136,0.31,0.29,0.365344346833935,0.278751950314893
"290","moacathus hispidus_Atl",1147,990,157,7766,0.643279505131256,0.66581953899221,0.194648067086321,3.79745260221966e-05,0.0251575787571837,0.00373591768194516,0.06,0.07,0.0376544920168804,0.194582688769246
"291","modiolus modiolus_Pac",601,464,137,22857,0.82369561992899,0.752672612756766,0.101397059319199,0.0909909575731944,0.00646510767123843,0.00996606616455567,0.15,0.04,0.156128318012668,0.774877181036136
"292","molpadia intermedia_Pac",636,497,139,28398,0.848125367284031,0.791203312390694,0.351755516424216,0.374906209641702,0.0605456983596537,0.071085274219218,0.15,0.14,0.189847342882317,0.691132086558587
"293","morone saxatilis_Atl",524,404,120,22262,0.919895569302614,0.841466605109289,0.112051282733722,0.058404892086109,0.0203583913142447,0.0132102890929999,0.26,0.16,0.312863551474572,0.731764643094481
"294","mullus auratus_Atl",645,442,203,13062,0.825155872200712,0.702017475517713,0.704590941887331,0.0752466912540306,0.00406929732233759,0.000429864360777308,0.28,0.06,0.181358082492055,0.98244040803205
"295","musculus discors_Pac",379,274,105,22857,0.864481623897047,0.812436824259479,0.259910974221036,0.00341860150964315,0.0151106289482716,0.0103912792092626,0.11,0.04,0.2013365469598,0.685122111553505
"296","mustelus canis_Atl",3170,2406,764,37688,0.932496427137288,0.893714494648074,0.836243533729268,0.141600952074029,0.0304232047339115,0.0222149567499921,0.5,0.05,0.438567951561169,0.851178495044042
"297","mycale loveni_Pac",1294,970,324,22857,0.899475448850017,0.892545791219341,0.200997096605859,0.144981223158582,0.0516747469197235,0.0880222468178699,0.44,0.19,0.311020359713857,0.407319849463714
"298","myliobatis freminvillei_Atl",628,424,204,15681,0.953770404020424,0.947919174491089,0.126984393229531,0.0270862133361859,0.0504923003458897,0.0396283740159369,0.48,0.22,0.453231250870759,0.126702330886603
"299","myoxocephalus octodecemspinosus_Atl",14473,11250,3223,62007,0.8010680676877,0.813521683446161,0.570119307403907,0.268674004813184,0.0029893317045125,0.00340349715866546,0.37,0.01,0.19941201277,0.573365639999811
"300","myoxocephalus polyacanthocephalus_Pac",1045,854,191,11742,0.736829223236116,0.747557568564055,0.0525220315820974,0.0708400310625373,0.0242467076904444,0.0316862384392521,0.12,0.07,0.102788152034706,0.212000074065976
"301","myoxocephalus scorpius_Atl",2428,1854,574,27670,0.821517822796568,0.79771411711812,0.747147514799262,0.593756859199668,1.70176735931834e-09,0.0730308099961001,0.28,0,0.193723691878753,0.936104922403365
"302","myxine glutinosa_Atl",1770,977,793,62007,0.872931313965314,0.828998209651083,0.718771388002317,0.350731523114591,0.0235699247609345,0.0403264620221748,0.19,0.09,0.231700712048342,0.899382704458666
"303","myxoderma platyacanthum_Pac",1066,769,297,8848,0.857672405604325,0.797353485065642,0.228711677745905,0.230145289547465,0.0523837351280957,0.0672448608769316,0.27,0.18,0.26295281965546,0.246734881247402
"304","nearchaster aciculosus_Pac",647,512,135,14436,0.967901356758811,0.951298718776917,0.224992530497019,0.205336698672652,0.0234021045665848,0.0192472443290438,0.7,0.1,0.550389749534437,0.77861562355169
"305","nemichthys scolopaceus_Atl",982,742,240,56925,0.944200022768586,0.8769924772673,0.626076317133743,0.287237994291032,0.00336483714710804,0.0493246430259254,0.24,0.01,0.373596408988176,0.973633871479239
"306","neptunea amianta_Pac",831,668,163,19791,0.929865268320908,0.889669946407912,0.135800883180235,0.186259765574288,0.0358688669103842,0.0383982485615811,0.28,0.13,0.363341156206928,0.741535121476996
"307","neptunea borealis_Pac",1675,1392,283,11115,0.715911997217297,0.744969217879125,0.216086288739402,0.000460487269372773,0.00813871086692139,5.7516050802652e-06,0.17,0.05,0.0906873720898182,0.216015748221158
"308","neptunea heros_Pac",3835,3107,728,11115,0.760650672665017,0.778660094086512,0.158616348439881,0.0614063929661372,0.0834034106823151,0.0566010130953832,0.28,0.19,0.153551962240177,0.158589054440451
"309","neptunea lyrata_Pac",3699,2947,752,25457,0.872109809442291,0.858245263150149,0.254805772411003,1.07726481122143e-05,0.0924525230874087,0.0442865881932156,0.37,0.16,0.306080130948616,0.33363523336022
"310","neptunea pribiloffensis_Pac",4060,3233,827,25457,0.916329242325103,0.913105927752625,0.319833987261582,0.17746418474596,0.121881949474245,0.105412333527134,0.52,0.22,0.421379619969575,0.334712964072495
"311","neptunea ventricosa_Pac",3957,3219,738,11115,0.738959249201899,0.784038214119509,0.134808144453371,0.0932797521396418,0.0618952452375854,0.057266168622336,0.27,0.12,0.12700656983794,0.134770308411898
"312","nezumia bairdii_Atl",4502,3553,949,26818,0.955976134444251,0.93760632301761,0.458965417301331,0.0850135218715764,0.0623421928589714,0.100342734351391,0.66,0.11,0.582181396874131,0.921139011556385
"313","nezumia stelgidolepis_Pac",371,281,90,8848,0.898756489336793,0.859454365079378,0.236818218982437,0.200270515635523,0.0602487761058598,0.0696471962522496,0.41,0.15,0.301230534272478,0.712768923294497
"314","occella dodecaedron_Pac",901,734,167,11115,0.862583444585555,0.895614413196963,0.104357803914988,0.0167721203273573,0.0491677500697756,0.0423309385611468,0.32,0.08,0.261574324435424,0.104257617079849
"315","octopoteuthis deletron_Pac",796,607,189,8848,0.926825352545094,0.902661901080623,0.0878320652565143,0.125678348827677,0.161633842478981,0.199277033923935,0.44,0.26,0.41502132456853,0.849801291886689
"316","ogcocephalus declivirostris_Atl",377,262,115,7766,0.812207945497829,0.709221745177477,0.105383215166327,3.29727624455941e-05,0.00922982766559115,0.0167293147792448,0.15,0.03,0.158291078458297,0.104736989467626
"317","ogcocephalus parvus_Atl",261,110,151,7766,0.839229019734014,0.661462810932357,0.0935078089191171,0.0194129894198033,0.013690470400067,8.03720453572559e-05,0.17,0.1,0.187053318871371,0.092582453012252
"318","oncorhynchus keta_Pac",632,470,162,22857,0.819344271048314,0.813761273937435,0.16452963440601,0.0968847567634587,0.0398951218658635,0.0421176094497952,0.13,0.14,0.15327532383611,0.208016437896394
"319","oncorhynchus tshawytscha_Pac",786,668,118,31001,0.901364563293056,0.856874674349481,0.0622025209447725,0.0419244558176217,0.0440647745792648,0.0324987655676647,0.19,0.13,0.281289505629888,0.0619106345941349
"320","ophidion holbrookii_Atl",369,204,165,13062,0.808513622834164,0.680317271612736,0.91799529472789,0.361191079142045,0.200364918599637,0.0370968756714684,0.14,0.51,0.166567565913903,0.984798802698271
"321","ophidion welshi_Atl",336,305,31,7766,0.728783527206296,0.693294052816752,0.180984626122398,0.0120637910622145,0.0132687997303972,0.00353900955623391,0.12,0.1,0.0785679616960389,0.180148963199251
"322","ophiodon elongatus_Pac",4073,3110,963,17114,0.837575313710101,0.870095146434334,0.255627440424446,0.180478507712634,0.0157527315197823,0.0219204783541732,0.35,0.09,0.261067503974983,0.304759071428338
"323","ophiolepis elegas_Atl",298,166,132,7766,0.777027397432621,0.629584906062742,0.255787978366907,0.00470595357737508,0.00570732755330118,0.00236017442142082,0.13,0.12,0.111925739568607,0.255434462914455
"324","ophiopholis aculeata_Pac",1100,771,329,22857,0.868666677809148,0.853780547399019,0.148045673982372,0.0992044339241539,0.023828093355755,0.039499951890147,0.33,0.12,0.245086828977214,0.888518359219568
"325","ophiura sarsi_Pac",2222,1429,793,31074,0.728516668386664,0.736801986959936,0.554527893625642,0.141696190889469,0.0416289941937403,0.0282731264916939,0.22,0.09,0.116712185502035,0.745262572634566
"326","opisthonema oglinum_Atl",1247,952,295,13062,0.85353462783809,0.841846923622746,0.91223928955255,0.724464613489288,0.0612786476562668,0.0318820012635445,0.36,0.3,0.247008775182067,0.970227321428268
"327","opisthoteuthis californiana_Pac",679,535,144,20776,0.90165660464273,0.905712415856387,0.201095498525991,0.0871374339467117,0.022691058454984,0.0388425928100392,0.11,0.05,0.282416316319021,0.505893430372215
"328","oregonia gracilis_Pac",2325,1810,515,22857,0.743932911437447,0.689026924034388,0.163336982543114,0.0654788919397038,0.0114834968786678,0.025238704554835,0.13,0.04,0.105084690397016,0.895738925530575
"329","orthasterias koehleri_Pac",435,340,95,19791,0.810397381904163,0.821528004794594,0.137359637431507,0.156029716006743,0.020592511624558,0.073629945185439,0.1,0.04,0.141599414017332,0.735349865853132
"330","orthopristis chrysoptera_Atl",873,600,273,23478,0.905759706579902,0.913107622062846,0.925735907217295,0.608058902128894,0.0604498341761707,0.0157443999021546,0.32,0.14,0.308781481553025,0.969640094285543
"331","ovalipes floridanus_Atl",371,308,63,7766,0.758446462514739,0.661649089165872,0.114817950408875,0.00299193056713734,0.00877638610207622,0.011579184093136,0.16,0.11,0.111662573243605,0.11448196621931
"332","ovalipes ocellatus_Atl",934,622,312,22253,0.894333331357956,0.815845323518113,0.321176014243637,0.0839969258060822,0.0510080432883043,0.0157196614564443,0.33,0.11,0.287755736982587,0.684051748647875
"333","ovalipes stephensoni_Atl",342,163,179,11874,0.868425363037546,0.817840461580728,0.360919604583946,0.189536106268814,0.0558796606767732,0.0445239016908294,0.37,0.2,0.247697132589224,0.742217517025353
"334","pagurus aleuticus_Pac",3260,2278,982,22857,0.848922545425295,0.792136557789439,0.5809385658189,0.259348582456768,0.148136208067801,0.0762329463892762,0.41,0.26,0.271541205904312,0.612102818021232
"335","pagurus brandti_Pac",1101,762,339,22857,0.806820200893737,0.670715046478299,0.500214599803796,0.0849459543513523,0.0129420658652851,0.000110139950673665,0.11,0.1,0.151611692774511,0.834539107872861
"336","pagurus capillatus_Pac",2286,1494,792,25457,0.866341406031678,0.806746371601564,0.44992352815578,0.251884438818608,0.0566826960764134,0.0539967842241616,0.37,0.19,0.278923835135796,0.591219780743083
"337","pagurus confragosus_Pac",1911,1189,722,25457,0.850193102089095,0.798261359147722,0.486027020933444,0.361666674389428,0.0751922493540007,0.0764034646492551,0.39,0.18,0.253860150505322,0.694734226412686
"338","pagurus ochotensis_Pac",2480,1845,635,22857,0.929524481665659,0.923145125152054,0.376538296659738,0.255450205130435,0.12622531871545,0.0888539329625624,0.68,0.34,0.494210921433457,0.54995129013171
"339","pagurus rathbuni_Pac",1758,1072,686,19266,0.949300683737496,0.951280561843586,0.256429209755342,0.0404922857105114,0.135879482472149,0.190359093411743,0.66,0.26,0.531798909860698,0.412184016973428
"340","pagurus trigonocheirus_Pac",3417,2103,1314,22857,0.915488800550591,0.845876741770091,0.324298097120204,0.160012602753177,0.139282831245285,0.122165903208841,0.53,0.25,0.428684001867136,0.328584946069279
"341","pandalopsis dispar_Pac",2095,1679,416,19791,0.841400831653779,0.8418702777959,0.0977526574395653,0.0391995252853027,0.0310426590955597,0.0229045460853228,0.29,0.06,0.226047578495133,0.685680878228491
"342","pandalus borealis_Atl",9892,7785,2107,56925,0.924569986861552,0.885129689047815,0.521085577617255,0.052163519339203,6.30958399607238e-08,1.45872424215072e-06,0.6,0,0.450811399401319,0.743450654154517
"343","pandalus eous_Pac",5115,3974,1141,25457,0.770970163863595,0.769916795171902,0.198262522129879,0.0688413627047243,1.27227625417895e-06,1.65233518000498e-06,0.28,0,0.155722432386928,0.715267389036486
"344","pandalus goniurus_Pac",1455,947,508,19266,0.862668384590295,0.860403057801625,0.204489559946435,0.0169860024641344,0.00706935415559573,0.00787134135517028,0.32,0.03,0.260059105024753,0.902138551432756
"345","pandalus jordani_Pac",2323,1655,668,31072,0.851509083914694,0.820406779734187,0.210845802421856,0.211573057392805,0.0226238191641992,0.0244826746790155,0.27,0.13,0.234465483511911,0.643303314891638
"346","pandalus montagui_Atl",7985,5754,2231,56925,0.949117198189869,0.90338840047889,0.429946755746099,0.346582899407172,0.0356272968687469,0.0316530006488965,0.69,0.21,0.515757557059973,0.881483871576073
"347","pandalus montagui(trans.w/o hr)_Atl",977,910,67,14423,0.819884450802215,0.77842070696907,0.287143620116558,0.179231717317766,0.0283118940292115,0.0025166637795112,0.2,0.1,0.170815610427874,0.964773690508821
"348","pandalus platyceros_Pac",1035,840,195,17114,0.765200776480173,0.689124805388751,0.12392069105981,0.233516743547092,0.00181621319954631,7.82603519045894e-05,0.05,0,0.125771638310518,0.723504143024199
"349","pandalus propinquus_Atl",1691,1385,306,39695,0.924595467276563,0.889039593303601,0.770812346863326,0.439512016178871,0.0276162060785524,0.0230861126449595,0.41,0.06,0.351485867404093,0.974803533773693
"350","pannychia moseleyi_Pac",367,312,55,8848,0.857460352954375,0.792743175192156,0.220361221806078,0.177907369583693,0.015793733276,0.018561979689945,0.26,0.05,0.218615562925605,0.651469834516165
"351","paractinostola faeculenta_Pac",2495,1885,610,17114,0.962263894366425,0.935726690482714,0.212584028842689,0.204687545742813,0.178698147559517,0.257807314929332,0.67,0.4,0.58821164375982,0.233522132117899
"352","paralichthys dentatus_Atl",6462,4708,1754,41037,0.929091063099181,0.925772019449124,0.294706382430592,0.256353480620789,0.248473014749148,0.198322631653309,0.67,0.47,0.460206587498698,0.338215342385789
"353","paralichthys lethostigma_Atl",476,399,77,13062,0.73679196372652,0.717067547836779,0.748382465905421,0.516690523100009,0.00340349117015206,0.000474045788518073,0.11,0.03,0.117538518602659,0.989555788188671
"354","paralichthys oblongus_Atl",7894,5332,2562,29891,0.834114693001366,0.794648798783151,0.206553655932439,0.169928436348712,0.0754980515799033,0.0438649406836995,0.59,0.09,0.26371353880089,0.225274218063081
"355","paralithodes camtschaticus_Pac",2686,2107,579,22857,0.916988969921523,0.93677770047869,0.0881745341742025,0.0172815820410381,0.0251805846666825,0.0758280302423254,0.47,0.1,0.413476353214096,0.196341140037592
"356","paralithodes platypus_Pac",1314,1057,257,11115,0.740363639780208,0.660757191318565,0.110742051554751,0.0820404618656801,0.0110547528610765,0.0113190355329097,0.11,0.05,0.103919626590949,0.110494632362024
"357","parapasiphaea sulcatifrons_Atl",545,469,76,9993,0.920289911364158,0.869994799791992,0.0689779529760901,0.0375661337224768,0.0137706127688529,0.00873429218440928,0.45,0.13,0.355038977777001,0.0683440493854539
"358","parapeaeus politus_Atl",257,189,68,7766,0.856618231921998,0.792503466032881,0.254418631210136,0.145419633880133,0.349013510781023,0.160619067083558,0.14,0.07,0.22461172004765,0.254023227162535
"359","parastichopus californicus_Pac",536,391,145,17114,0.867431864384169,0.837462918937092,0.339307551616824,0.0958526190377508,0.000334166486998695,0.000133817578880103,0.46,0,0.293516559149932,0.339812801019886
"360","parastichopus leukothele_Pac",1060,795,265,17114,0.905771852544882,0.83831897427318,0.19410614161515,0.278332739883212,0.0466880182393593,0.0451239510807713,0.45,0.29,0.32946704317173,0.307053266528038
"361","pareques umbrosus_Atl",395,261,134,13062,0.808615329576607,0.651265464445324,0.834902207000197,0.55917744827692,0.0755066733934079,0.000669425943550539,0.12,0.17,0.148943417253763,0.987997929746378
"362","parmaturus xaniurus_Pac",680,540,140,8848,0.879844947283466,0.850273882559156,0.146042594502135,0.04797022662764,0.119387491985845,0.157692022863099,0.29,0.26,0.30742965403924,0.159975855123218
"363","parophrys vetulus_Pac",4810,3799,1011,20776,0.920297100934077,0.924712859562624,0.11450558949167,0.0504342996281837,0.145599431874548,0.132437913246879,0.61,0.29,0.466165676054778,0.195333438382129
"364","pasiphaea pacifica_Pac",1449,1085,364,20775,0.861304302117324,0.830965328525372,0.224137384834501,0.172866059326255,0.00303599463082674,0.0632110583468843,0.09,0.01,0.248122373697729,0.83922124363797
"365","pasiphaea tarda_Pac",709,579,130,14436,0.960691986585473,0.958971568873642,0.103885005780841,0.0138867731556946,0.0389566543176919,0.0232811834544935,0.66,0.23,0.511290766720929,0.931696394736304
"366","patinopecten caurinus_Pac",595,452,143,27464,0.778993035302578,0.758551764064721,0.143179118146999,0.111269342549308,0.00584093380847776,0.00608350885751762,0.04,0.01,0.107162650384349,0.583074612610982
"367","penaeus duorarum_Atl",1675,1342,333,7766,0.691831549852126,0.642485108058882,0.129270871904037,0.0167285880161534,0.025778153975745,0.0125470484405159,0.21,0.09,0.0830268774322919,0.129210019994604
"368","peprilus alepidotus_Atl",745,671,74,13062,0.861227811400522,0.855988967691082,0.848807797863676,0.549062482918608,0.0565712482768796,0.0187087969989207,0.29,0.36,0.239964471615654,0.97580210626568
"369","peprilus burti_Atl",3962,3411,551,7766,0.636492193716223,0.550584855696955,0.0673860751954063,0.0196603673739681,0.0281253825917682,0.0036453729106031,0.1,0.19,0.0419964026708317,0.0673746617712775
"370","peprilus triacanthus_Atl",9662,6695,2967,41038,0.90011925322198,0.89851657031416,0.127898488719789,0.0906855372584968,0.0257459325828141,0.0130955587424795,0.58,0.11,0.397458951948226,0.137854884632784
"371","periphylla periphylla_Pac",522,433,89,17128,0.923416754226839,0.916282538645687,0.479633950340566,0.335833159564234,0.00678559846603384,0.0700759889255536,0.33,0.04,0.361046812466486,0.960127190776052
"372","phycis chesteri_Atl",3215,2445,770,56925,0.921519643682654,0.911808588999143,0.77109068523824,0.300912551054865,0.160024032493833,0.150862662767326,0.36,0.24,0.398472190277811,0.88708505339531
"373","pisaster brevispinus_Pac",450,357,93,7922,0.878134070901729,0.809990198622045,0.209510876661126,0.30233955552816,0.0140564401635808,0.0550236808755238,0.45,0.11,0.265795470100812,0.787647455653145
"374","pitar cordatus_Atl",267,160,107,7766,0.842279594832387,0.708076420935619,0.129261717907986,0.0238928400374139,0.0210190518748119,0.00196099101376168,0.16,0.1,0.183505384342224,0.129118461610632
"375","placopecten magellanicus_Atl",5869,3429,2440,41040,0.802783820366936,0.704439985448266,0.111108027166182,0.0425790220416232,0.0212214679061039,0.0445256456168849,0.32,0.16,0.19305792702622,0.170128570199415
"376","platichthys stellatus_Pac",2138,1618,520,31074,0.836823873168839,0.844968804019012,0.142555411867075,0.0797287123166109,0.0414982172547581,0.0361565137843255,0.32,0.14,0.232280945539972,0.392206620113363
"377","platylambrus granulatus_Atl",293,135,158,7766,0.739859626624022,0.648618483734857,0.226185582248242,0.0424410943227482,0.0026405755686141,0.0100735660916102,0.08,0.01,0.0824908335031868,0.225731780337931
"378","platymera gaudichaudii_Pac",488,331,157,6170,0.93808189941201,0.949485182359588,0.0715926795010588,0.0511927188331822,0.0103533084376273,0.166422138805129,0.51,0.11,0.445576523984543,0.0711096025991318
"379","pleurobranchaea californica_Pac",847,619,228,8848,0.945069882793531,0.930086240243929,0.351612191916256,0.25602867200278,0.261458374876996,0.240277357742864,0.73,0.4,0.493150329234001,0.497235764160551
"380","pleurogrammus monopterygius_Pac",2374,1791,583,22857,0.898421013731468,0.90357478954874,0.122403627801464,0.0939245160240227,0.0276751745650399,0.014845709888858,0.48,0.1,0.347409667409694,0.245584143907104
"381","pleuronectes quadrituberculatus_Pac",7954,6494,1460,19266,0.905964939535658,0.926655656624052,0.109166062443873,0.0434355986518906,0.126779677465074,0.130929970403401,0.53,0.23,0.441125471567944,0.521761729234934
"382","pleuronichthys decurrens_Pac",946,692,254,17114,0.951194539784675,0.962219508377163,0.149514900188971,0.0280818271760076,0.135796905671679,0.180472556663691,0.6,0.42,0.466687173945953,0.519947604948773
"383","plicifusus kroeyeri_Pac",1044,809,235,11115,0.774401367151443,0.721735733550237,0.104616785482379,0.00843913008556343,0.0284232168826555,0.00498219696521075,0.21,0.11,0.136856579516,0.104395727614836
"384","pododesmus macrochisma_Pac",650,499,151,22857,0.846369474628496,0.824350483953107,0.151700713623362,0.0669817704432052,0.0111644873183562,0.0112056212163225,0.21,0.02,0.19137548579549,0.822598283401903
"385","podothecus accipenserinus_Pac",6848,5419,1429,25457,0.910109988954964,0.939170720111104,0.269646140114537,0.132450532595577,0.108828060164829,0.0676257424607468,0.63,0.22,0.447199583641315,0.606246324215849
"386","pollachius virens_Atl",6982,5835,1147,62007,0.867616383844724,0.875286226104521,0.320530731242056,0.0829229261798796,0.016680762433238,0.0176737584888884,0.42,0.06,0.281651953974487,0.623871816530742
"387","polydactylus octonemus_Atl",682,616,66,7766,0.886743348771579,0.897108271687965,0.24613653152065,0.0863224447777616,1.92701121914352e-05,0.079716266466919,0.37,0.01,0.306329531740725,0.245986116965601
"388","pomatomus saltatrix_Atl",2741,2106,635,26179,0.929180424596054,0.925797500855875,0.48840207141192,0.130857360781752,0.0822597179453019,0.0681741464241288,0.52,0.24,0.432974773638451,0.551860040591303
"389","pontophilus norvegicus_Atl",511,420,91,32512,0.933865508483725,0.898614719653402,0.775698582199384,0.42661049083093,0.0931998390776054,0.00408870343761674,0.2,0.05,0.322027545365309,0.990654862960069
"390","porichthys notatus_Pac",1228,987,241,8848,0.962147176126608,0.962078922301615,0.103996623847504,0.0714739322140626,0.148051792936977,0.176737452786641,0.75,0.29,0.589297563238019,0.373254509511288
"391","porichthys plectrodon_Atl",2064,1797,267,13062,0.790756617482255,0.757940633909101,0.741388956364519,0.664240906879265,0.0574031678926274,0.107507290845263,0.31,0.34,0.206098538533844,0.987862142575445
"392","portunus gibbesii_Atl",2642,2320,322,7766,0.699015549866712,0.694138482574891,0.145631204791336,0.00117921695316321,0.0303990369821155,5.20593376842744e-05,0.21,0.19,0.0883734916772615,0.145603135890201
"393","portunus spinimanus_Atl",1256,1004,252,7766,0.624299399747575,0.564611471029609,0.156962391467042,0.0110809064521467,0.0184650888340187,0.0301403386910756,0.1,0.09,0.0305265398425073,0.156901258795013
"394","priacanthus arenatus_Atl",484,425,59,13062,0.78247331691561,0.672084022120859,0.919674933094844,0.335043846773908,0.0132026750538259,0.0327635885785561,0.14,0.17,0.120139365067556,0.985465699045849
"395","prionotus carolinus_Atl",4292,2856,1436,41038,0.882111050348402,0.859392464751156,0.230719739545721,0.108593979512529,0.00328545758432522,0.0573580187873047,0.4,0.04,0.307781747274453,0.332735333232214
"396","prionotus evolans_Atl",1870,1376,494,29888,0.9168407112616,0.884309747605859,0.176254311260227,0.115143996657749,0.0299938274457869,0.0160133736775411,0.36,0.03,0.360599435936716,0.199502197732505
"397","prionotus longispinosus_Atl",3264,2749,515,7766,0.621673931956168,0.549965392745571,0.127463422205076,0.01985892403451,0.0381732067076835,0.0010689687716024,0.08,0.13,0.0356458008318506,0.127417955553161
"398","prionotus ophryas_Atl",400,210,190,13062,0.768611001421578,0.734011691077405,0.562793122288301,0.315849456244629,0.0603363866336899,0.0851568714019525,0.11,0.08,0.127863105485633,0.987543410007984
"399","prionotus paralatus_Atl",1596,1422,174,7766,0.812177221822788,0.77992548323373,0.351813406209531,0.256079195688639,0.141347499926916,0.132657034642894,0.43,0.17,0.213708964878153,0.351794392486884
"400","prionotus roseus_Atl",635,362,273,7766,0.732640340445437,0.536974874084249,0.141533674257236,0.0036113564774191,0.00823172192129572,1.69831188034176e-05,0.12,0.07,0.0933459203641755,0.141017318567744
"401","prionotus rubio_Atl",1154,1009,145,13062,0.771317536118904,0.780562738492935,0.451167576030807,0.199693906623782,0.00393599199969958,0.000814829523069859,0.19,0.01,0.160919070033627,0.979031685821725
"402","prionotus scitulus_Atl",343,255,88,13062,0.814788348369774,0.759342133698314,0.870858081125895,0.555701217094533,0.0878957123855175,0.00983132077332101,0.12,0.29,0.151080174402288,0.983729603928518
"403","prionotus stearnsi_Atl",2011,1707,304,13062,0.918051544484773,0.899965366459922,0.265287126366362,0.112916621423168,0.000564481348486134,0.131731873085286,0.55,0.01,0.422908624338752,0.983630140260272
"404","prionotus tribulus_Atl",847,761,86,13062,0.801412512244928,0.808857647903664,0.623665048034433,0.600291804586451,0.0268773544769342,0.0174101943712289,0.21,0.16,0.178600514660392,0.985295451860022
"405","pristipomoides aquilonaris_Atl",2122,1779,343,7766,0.855988418384959,0.821892393320974,0.256678484804068,0.243297622032232,0.159974555402831,0.161053187905875,0.46,0.2,0.304702173041273,0.256658372443828
"406","pseudarchaster parelii_Pac",954,717,237,31074,0.797847098677246,0.75517899144898,0.297089198187555,0.172996898495815,0.0118969423667111,0.00991451402335357,0.11,0.05,0.13735617679374,0.961824691674643
"407","pseudopleuronectes americanus_Atl",10346,8009,2337,45642,0.821622609906953,0.822827186955572,0.239124186678769,0.152326481559508,6.09265588406346e-07,9.11278455471682e-06,0.51,0,0.234759010874627,0.462032170837637
"408","pseudostichopus mollis_Pac",688,471,217,17114,0.860960201354071,0.7695069153172,0.405948774665921,0.323324946802943,0.0782974854790837,0.0636298395552014,0.19,0.2,0.224229816009362,0.470263618284156
"409","pteraster jordani_Pac",405,294,111,18097,0.903212514270156,0.842686472104967,0.309279051780805,0.187497792132335,0.020732932061587,0.0264954891374915,0.22,0.05,0.284765646084635,0.827245867766224
"410","pteraster obscurus_Pac",1262,913,349,11115,0.7933838600164,0.760347447960782,0.0953135572733464,0.023665873257636,0.00543464352448209,0.045004248549029,0.26,0,0.168523936621183,0.0950745233277761
"411","pteraster tesselatus_Pac",1007,852,155,31074,0.793725525736662,0.704247143290536,0.149991373448725,0.10863449355046,0.00425740701707645,0.000234506572538506,0.15,0.01,0.13425535195548,0.839056406647844
