"","x"
"383","Zero testing presences for 320 ophidion welshi_Atl in NEFSC_NEUS"
"384","Zero presences for 321 ophiodon elongatus_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"385","Zero presences for 322 ophiolepis elegas_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"386","Zero presences for 323 ophiopholis aculeata_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"387","Zero training presences for 323 ophiopholis aculeata_Pac in AFSC_WCTri"
"388","Zero training presences for 324 ophiura sarsi_Pac in AFSC_WCTri"
"389","Zero presences for 325 opisthonema oglinum_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"390","Zero presences for 326 opisthoteuthis californiana_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"391","Zero training presences for 328 orthasterias koehleri_Pac in AFSC_WCTri"
"392","Zero testing presences for 328 orthasterias koehleri_Pac in AFSC_EBS"
"393","Zero presences for 329 orthopristis chrysoptera_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"394","Zero presences for 330 ovalipes floridanus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"395","Zero presences for 331 ovalipes ocellatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"396","Zero testing presences for 331 ovalipes ocellatus_Atl in SEFSC_GOMex"
"397","Zero presences for 332 ovalipes stephensoni_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"398","Zero presences for 333 pagurus aleuticus_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"399","Zero training presences for 333 pagurus aleuticus_Pac in AFSC_WCTri"
"400","Zero presences for 334 pagurus brandti_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"401","Zero training presences for 334 pagurus brandti_Pac in AFSC_WCTri"
"402","Zero presences for 335 pagurus capillatus_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"403","Zero training presences for 335 pagurus capillatus_Pac in AFSC_WCTri"
"404","Zero presences for 336 pagurus confragosus_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"405","Zero training presences for 336 pagurus confragosus_Pac in AFSC_WCTri"
"406","Zero presences for 337 pagurus ochotensis_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"407","Zero presences for 338 pagurus rathbuni_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"408","Zero presences for 339 pagurus trigonocheirus_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"409","Zero training presences for 339 pagurus trigonocheirus_Pac in AFSC_WCTri"
"410","Zero testing presences for 340 pandalopsis dispar_Pac in AFSC_EBS"
"411","Zero presences for 341 pandalus borealis_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"412","Zero training presences for 341 pandalus borealis_Atl in DFO_ScotianShelf"
"413","Zero presences for 342 pandalus eous_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"414","Zero presences for 343 pandalus goniurus_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"415","Zero testing presences for 343 pandalus goniurus_Pac in AFSC_WCTri"
"416","Zero presences for 345 pandalus montagui_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"417","Zero training presences for 345 pandalus montagui_Atl in DFO_ScotianShelf, NEFSC_NEUS"
"418","Zero presences for 346 pandalus platyceros_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"419","Zero testing presences for 346 pandalus platyceros_Pac in AFSC_Aleutians"
"420","Zero presences for 347 pandalus propinquus_Atl in DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"421","Zero training presences for 347 pandalus propinquus_Atl in NEFSC_NEUS"
"422","Zero presences for 348 pannychia moseleyi_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"423","Zero training presences for 348 pannychia moseleyi_Pac in AFSC_Aleutians, AFSC_WCTri"
"424","Zero presences for 349 paractinostola faeculenta_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"425","Zero training presences for 349 paractinostola faeculenta_Pac in AFSC_WCTri"
"426","Zero presences for 350 paralichthys dentatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"427","Zero presences for 351 paralichthys lethostigma_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"428","Zero presences for 352 paralichthys oblongus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"429","Zero presences for 353 paralithodes camtschaticus_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"430","Zero presences for 354 paralithodes platypus_Pac in AFSC_Aleutians, AFSC_GOA, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"431","Zero presences for 355 parapasiphaea sulcatifrons_Atl in DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"432","Zero presences for 356 parapeaeus politus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"433","Zero presences for 357 parastichopus californicus_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"434","Zero presences for 358 parastichopus leukothele_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"435","Zero training presences for 358 parastichopus leukothele_Pac in AFSC_WCTri"
"436","Zero testing presences for 358 parastichopus leukothele_Pac in AFSC_Aleutians"
"437","Zero presences for 359 pareques umbrosus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"438","Zero presences for 360 parmaturus xaniurus_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_GOA so adding some as -23 (1e-10) to allow abundance model fitting"
"439","Zero presences for 361 parophrys vetulus_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"440","Zero training presences for 362 pasiphaea pacifica_Pac in AFSC_EBS"
"441","Zero presences for 363 pasiphaea tarda_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"442","Zero training presences for 363 pasiphaea tarda_Pac in AFSC_WCTri"
"443","Zero presences for 365 penaeus duorarum_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"444","Zero training presences for 365 penaeus duorarum_Atl in NEFSC_NEUS"
"445","Zero presences for 366 peprilus alepidotus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"446","Zero presences for 367 peprilus burti_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"447","Zero presences for 368 peprilus triacanthus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"448","Zero presences for 369 periphylla periphylla_Pac in AFSC_EBS, AFSC_WCTri so adding some as -23 (1e-10) to allow abundance model fitting"
"449","Zero presences for 370 phycis chesteri_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"450","Zero presences for 371 pisaster brevispinus_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"451","Zero training presences for 371 pisaster brevispinus_Pac in AFSC_GOA, AFSC_WCTri"
"452","Zero presences for 372 pitar cordatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"453","Zero presences for 373 placopecten magellanicus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"454","Zero training presences for 373 placopecten magellanicus_Atl in DFO_NewfoundlandFall, DFO_ScotianShelf"
"455","Zero presences for 375 platylambrus granulatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"456","Zero presences for 376 platymera gaudichaudii_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_GOA, AFSC_WCTri so adding some as -23 (1e-10) to allow abundance model fitting"
"457","Zero presences for 377 pleurobranchaea californica_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_GOA so adding some as -23 (1e-10) to allow abundance model fitting"
"458","Zero training presences for 377 pleurobranchaea californica_Pac in AFSC_WCTri"
"459","Zero presences for 378 pleurogrammus monopterygius_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"460","Zero presences for 379 pleuronectes quadrituberculatus_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"461","Zero training presences for 379 pleuronectes quadrituberculatus_Pac in AFSC_Aleutians"
"462","Zero presences for 380 pleuronichthys decurrens_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"463","Zero training presences for 380 pleuronichthys decurrens_Pac in AFSC_GOA"
"464","Zero presences for 381 plicifusus kroeyeri_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"465","Zero presences for 382 pododesmus macrochisma_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"466","Zero presences for 383 podothecus accipenserinus_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"467","Zero presences for 384 pollachius virens_Atl in SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"468","Zero presences for 385 polydactylus octonemus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"469","Zero presences for 386 pomatomus saltatrix_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"470","Zero presences for 387 pontophilus norvegicus_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"471","Zero training presences for 387 pontophilus norvegicus_Atl in DFO_ScotianShelf, NEFSC_NEUS"
"472","Zero presences for 388 porichthys notatus_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_GOA so adding some as -23 (1e-10) to allow abundance model fitting"
"473","Zero presences for 389 porichthys plectrodon_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"474","Zero presences for 390 portunus gibbesii_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"475","Zero presences for 391 portunus spinimanus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"476","Zero presences for 392 priacanthus arenatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"477","Zero presences for 393 prionotus carolinus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"478","Zero presences for 394 prionotus evolans_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"479","Zero presences for 395 prionotus longispinosus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"480","Zero presences for 396 prionotus ophryas_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"481","Zero presences for 397 prionotus paralatus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"482","Zero presences for 398 prionotus roseus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"483","Zero presences for 399 prionotus rubio_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"484","Zero presences for 400 prionotus scitulus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"485","Zero presences for 401 prionotus stearnsi_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"486","Zero presences for 402 prionotus tribulus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"487","Zero presences for 403 pristipomoides aquilonaris_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"488","Zero training presences for 404 pseudarchaster parelii_Pac in AFSC_WCTri"
"489","Zero presences for 405 pseudopleuronectes americanus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"490","Zero training presences for 406 pseudostichopus mollis_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_WCTri"
"491","Zero presences for 407 pteraster jordani_Pac in AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"492","Zero training presences for 407 pteraster jordani_Pac in AFSC_WCTri"
"493","Zero presences for 408 pteraster obscurus_Pac in NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"494","Zero testing presences for 408 pteraster obscurus_Pac in AFSC_WCTri"
"495","Zero training presences for 409 pteraster tesselatus_Pac in AFSC_WCTri"
"496","Zero presences for 411 pyrulofusus deformis_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"497","Zero training presences for 411 pyrulofusus deformis_Pac in AFSC_GOA"
"498","Zero presences for 412 pyrulofusus melonis_Pac in AFSC_GOA, AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"499","Zero presences for 414 raja eglanteria_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"500","Zero training presences for 414 raja eglanteria_Atl in DFO_ScotianShelf"
"501","Zero presences for 415 raja inornata_Pac in AFSC_Aleutians, AFSC_EBS, AFSC_GOA so adding some as -23 (1e-10) to allow abundance model fitting"
"502","Zero testing presences for 416 raja rhina_Pac in AFSC_Aleutians"
"503","Zero presences for 417 raja texana_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"504","Zero presences for 418 raninoides louisianensis_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"505","Zero presences for 419 rathbunaster californicus_Pac in AFSC_Aleutians, AFSC_EBS so adding some as -23 (1e-10) to allow abundance model fitting"
"506","Zero training presences for 419 rathbunaster californicus_Pac in AFSC_WCTri"
"507","Zero presences for 420 reinhardtius hippoglossoides_Atl in DFO_SoGulf, SEFSC_GOMex so adding some as -23 (1e-10) to allow abundance model fitting"
"508","Zero presences for 421 reinhardtius hippoglossoides_Pac in AFSC_WCTri, NWFSC_WCAnn so adding some as -23 (1e-10) to allow abundance model fitting"
"509","Zero presences for 422 renilla muelleri_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"510","Zero presences for 423 rhizoprionodon terraenovae_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"511","Zero presences for 424 rhomboplites aurorubens_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf so adding some as -23 (1e-10) to allow abundance model fitting"
"512","Zero presences for 425 rhynchoconger flavus_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
"513","Zero presences for 426 rimapenaeus similis_Atl in DFO_NewfoundlandFall, DFO_NewfoundlandSpring, DFO_ScotianShelf, DFO_SoGulf, NEFSC_NEUS so adding some as -23 (1e-10) to allow abundance model fitting"
